Order_ID,Latitude_c,Longitude_c ,Eco_c,Soil_pH,Soil_salinity,Clay_silt_c,Soil_carbon_service,OM_decomposition_service,Water_regulation_service,Soil_stability_service,Nutrient_service,Pathogen_control,Richness_bacteria,Fungi_18s_richness,Invertebrate_18s_richness,Protist_18s_richness,Ectomycorrhizal_18s_richness,Arbuscular_mycorrhizal_18s_richness,Decomposers_18s_richness,Diss_Bacteria_std,Diss_Fungi_std,Diss_Protists_std,Diss_invert_std
716,19.608,-99.476,Forest,5.51,60.3,40.29222222,0.256389734,0.181709915,0.705293507,0.62232959,0.036196233,0.996503497,4085.0000,223.0000,32.0000,166.0000,13.0000,3.0000,67.0000,0.5290,0.7474,0.6912,0.5167
732,45.728,-84.94,Shrubland,7.525,54.325,0.856666667,0.009769148,0.042309167,0.142687084,0.76976977,0.00380977,0.994172494,3550.0000,121.0000,2.0000,205.0000,5.0000,1.0000,27.0000,0.4556,0.5862,0.4646,0.9655
738,45.728,-84.938,Shrubland,7.37,58.7,2.436666667,0.00648754,0.135682676,0.291097406,0.52952953,0.003133885,0.982517483,4007.0000,176.0000,9.0000,326.0000,7.0000,4.0000,40.0000,0.3682,0.4509,0.3336,0.8996
746,45.728,-84.936,Forest,4.92,17.195,1.515555556,0.027969929,0.052409711,0.471462699,0.43364417,0.000693539,0.998834499,1501.0000,132.0000,21.0000,60.0000,7.0000,4.0000,39.0000,0.9255,0.7775,1.0000,0.7678
762,45.726,-84.907,Forest,4.67,24.6,1.854444444,0.01704946,0.035816063,0.076737993,0.751132348,0.010400253,0.995337995,2448.0000,215.0000,35.0000,382.0000,6.0000,1.0000,50.0000,0.7321,0.5910,0.4559,0.3180
766,45.723,-84.875,Forest,4.48,12.93,2.296666667,0.006584011,0.054585842,0.228294077,0.728578904,0.003960928,0.998834499,1539.0000,131.0000,23.0000,81.0000,10.0000,1.0000,28.0000,0.8723,0.8313,0.9555,0.7462
770,19.414,-155.234,Forest,4.86,31.9,9.106155662,0.303711765,0.177467798,0.933827498,0.842721911,0.047302857,0.988344988,2609.0000,204.0000,20.0000,192.0000,6.0000,3.0000,65.0000,0.8787,0.8962,0.7437,0.7078
775,19.929,-155.301,Forest,4.25,153.4,14.73072215,0.712355421,0.337445128,0.624112961,1,0.449911889,0.998834499,1629.0000,133.0000,29.0000,104.0000,1.0000,0.0000,50.0000,0.9752,0.9387,0.8800,0.7049
781,20.051,-155.684,Forest,4.3,136.7,19.53017901,0.675953859,0.311398498,0.852460445,0.793873664,0.380767967,1,2074.0000,164.0000,37.0000,184.0000,6.0000,1.0000,61.0000,0.9229,0.9329,0.6810,0.5008
789,22.139,-159.624,Forest,3.77,157.9,13.65144528,1,0.295625699,0.585282077,0.958507731,0.170045102,1,1641.0000,114.0000,22.0000,103.0000,3.0000,0.0000,37.0000,0.9540,0.8395,0.9206,0.6725
790,37.621,-120.616,Shrubland,5.66,480,51.68111111,0.068466667,0.21430887,0.521956526,0.8998999,0.174458018,0.966200466,2894.0000,184.0000,27.0000,522.0000,8.0000,4.0000,39.0000,0.4384,0.5129,0.3251,0.7595
795,37.489,-120.529,Shrubland,6.89,314,48.02666667,0.151735241,0.430920993,0.542149083,0.8998999,0.22767059,0.963869464,4873.0000,291.0000,56.0000,554.0000,6.0000,4.0000,62.0000,0.2578,0.4157,0.2168,0.2560
805,37.626,-120.59,Grassland,6.57,161.7,13.57666667,0.069831726,0.382793288,0.05778882,0.8998999,0.069013597,0.904428904,3954.0000,256.0000,50.0000,421.0000,8.0000,11.0000,46.0000,0.1354,0.3149,0.1725,0.2814
810,37.468,-120.369,Grassland,4.98,254,47.77444444,0.160674928,0.649529859,0.48872087,0.8998999,0.050935517,0.965034965,3206.0000,220.0000,30.0000,352.0000,4.0000,4.0000,36.0000,0.4922,0.3302,0.3410,0.3354
1301,35.26746,3.22381,Shrubland,8.1,213,20.22222222,0.015903173,0.029885659,0.281862784,0.037926816,0.028901515,0.115384615,4520.0000,255.0000,29.0000,447.0000,7.0000,9.0000,59.0000,0.1224,0.2595,0.1207,0.4277
1302,35.26817,3.23376,Grassland,8.03,147.1,11.22222222,0.007244725,0.023894501,0.240294252,0.303748193,0.010817809,0.861305361,4366.0000,196.0000,25.0000,414.0000,4.0000,11.0000,28.0000,0.1170,0.3523,0.1377,0.2925
1303,35.26881,3.23955,Grassland,7.68,387,21.22222222,0.020279275,0.040069334,0.262926697,0.269269269,0.059036597,0.815850816,4098.0000,173.0000,32.0000,306.0000,4.0000,9.0000,35.0000,0.1126,0.2771,0.1242,0.5588
1304,34.93256,3.05053,Shrubland,7.88,5730,24,0.015971381,0.02836016,0.229300258,0.153598042,0.166882582,0.952214452,3468.0000,150.0000,31.0000,540.0000,3.0000,3.0000,26.0000,0.4188,0.6129,0.2699,0.5423
1305,34.93281,3.05913,Shrubland,7.37,1671,20.66666667,0.014479281,0.052412934,0.301310918,0.331553776,0.054478045,0.843822844,3864.0000,166.0000,40.0000,475.0000,8.0000,4.0000,30.0000,0.2166,0.4751,0.1558,0.3286
1306,34.93471,3.06564,Shrubland,8.01,170.9,11.66666667,0.012454958,0.05546982,0.254567156,0.242575909,0.030837564,0.911421911,4089.0000,204.0000,42.0000,363.0000,3.0000,11.0000,37.0000,0.1064,0.2807,0.1272,0.5682
1307,-41.04097,-70.48775,Grassland,6.49,77.1,17.44444444,0.023140541,0.114601638,0.301310918,0.565120676,0.045003314,0.917249417,4563.0000,284.0000,52.0000,542.0000,4.0000,5.0000,57.0000,0.1031,0.1812,0.1140,0.2376
1308,-41.03246,-70.52356,Grassland,6.22,66.3,19.11111111,0.022186196,0.146765785,0.360519683,0.610721833,0.033214709,0.923076923,4409.0000,279.0000,42.0000,550.0000,3.0000,8.0000,47.0000,0.1105,0.2498,0.1164,0.4029
1309,-41.03991,-70.4892,Grassland,6.05,104,18.66666667,0.024992789,0.06102071,0.325981237,0.497275053,0.0613181,0.955710956,4630.0000,227.0000,41.0000,585.0000,1.0000,5.0000,44.0000,0.1195,0.1974,0.0847,0.3661
1310,-41.0138,-71.04579,Shrubland,6.7,82.6,28,0.037979533,0.043693948,0.331936142,0.465020576,0.040608193,0.981351981,4681.0000,281.0000,39.0000,437.0000,5.0000,10.0000,58.0000,0.2156,0.3979,0.3133,0.3493
1311,-41.02781,-71.04449,Grassland,6.63,120.1,29.55555556,0.046696873,0.048397506,0.307609723,0.628517406,0.048110532,0.972027972,4805.0000,314.0000,49.0000,513.0000,6.0000,13.0000,55.0000,0.1824,0.2729,0.2682,0.6395
1312,-41.00444,-71.0589,Grassland,6.75,10.5,33.55555556,0.040327038,0.037383557,0.337809472,0.650761873,0.037798022,0.991841492,4692.0000,288.0000,52.0000,423.0000,5.0000,9.0000,62.0000,0.1939,0.4654,0.3086,0.4525
1313,-51.49185842,-69.33351517,Grassland,6.59,141.1,35.11111111,0.094336701,0.089401114,0.397478021,0.53620287,0.067463885,0.979020979,4141.0000,237.0000,50.0000,404.0000,3.0000,4.0000,47.0000,0.1611,0.2905,0.3081,0.4264
1314,-51.4920655,-69.32009339,Grassland,6.5,92.3,34.55555556,0.125216522,0.136023249,0.435876293,0.687465243,0.063839608,0.974358974,3926.0000,198.0000,64.0000,338.0000,5.0000,4.0000,41.0000,0.2041,0.3803,0.3082,0.2439
1315,-51.49359519,-69.30677892,Grassland,6.66,98.4,35.66666667,0.075872692,0.07447501,0.421921366,0.60293627,0.048587103,0.981351981,3722.0000,255.0000,48.0000,424.0000,4.0000,6.0000,63.0000,0.2439,0.3390,0.2903,0.2730
1322,-27.59989,-66.39181,Shrubland,6.75,156.3,35.77777778,0.016823355,0.058546532,0.343602893,0.150261372,0.074422411,0.705128205,4632.0000,201.0000,33.0000,293.0000,1.0000,2.0000,39.0000,0.1536,0.2088,0.2406,0.5858
1323,-27.59703,-66.39864,Shrubland,6.11,137.4,32.22222222,0.040999858,0.063091329,0.366009238,0.259259259,0.108902948,0.972027972,4273.0000,190.0000,24.0000,390.0000,3.0000,0.0000,37.0000,0.1538,0.1759,0.1782,0.4770
1324,-27.59494,-66.40858,Shrubland,6.5,135,35.77777778,0.012519077,0.067439839,0.294921483,0.284840396,0.073030272,0.948717949,4537.0000,181.0000,21.0000,262.0000,5.0000,0.0000,40.0000,0.1523,0.3163,0.2568,0.6704
1325,-29.28744,-65.24302,Forest,7.23,232,41.66666667,0.025711081,0.077598592,0.325981237,0.775330886,0.061555394,0.876456876,5014.0000,198.0000,46.0000,400.0000,3.0000,2.0000,44.0000,0.0971,0.2576,0.0700,0.2107
1326,-29.28739,-65.25106,Forest,6.37,148,43.22222222,0.051904015,0.048002294,0.354956444,0.934378823,0.078865398,0.948717949,4975.0000,222.0000,60.0000,429.0000,2.0000,2.0000,45.0000,0.1390,0.2351,0.0967,0.1266
1327,-29.28573,-65.26186,Forest,5.69,84.5,37.11111111,0.044306377,0.056057103,0.337809472,0.941052163,0.064782759,0.884615385,4257.0000,251.0000,42.0000,514.0000,4.0000,2.0000,47.0000,0.2722,0.1883,0.2070,0.3383
1328,-45.45081,-69.82544,Shrubland,6.91,140.6,11.11111111,0.015259692,0.034328883,0.261543837,0.185852519,0.067090215,0.776223776,4313.0000,251.0000,39.0000,344.0000,2.0000,7.0000,40.0000,0.1345,0.1173,0.1231,0.3506
1329,-45.37281,-69.89747,Shrubland,7.35,337,30.66666667,0.016214787,0.035906267,0.294921483,0.323768213,0.04925584,0.947552448,4174.0000,227.0000,60.0000,395.0000,6.0000,5.0000,43.0000,0.1458,0.2617,0.1378,0.2779
1330,-45.07703,-70.01175,Shrubland,8.03,128.4,15.22222222,0.014581058,0.0240309,0.26841716,0.261483706,0.046028212,0.756410256,3900.0000,210.0000,25.0000,318.0000,4.0000,3.0000,38.0000,0.1446,0.0000,0.1614,0.6043
1331,-45.125,-69.99694,Shrubland,7.87,107.2,28.55555556,0.013639532,0.035445662,0.174012073,0.361583806,0.026499964,0.927738928,4503.0000,197.0000,32.0000,337.0000,4.0000,2.0000,35.0000,0.1710,0.2763,0.1886,0.4434
1332,-45.38136,-70.22183,Shrubland,6.93,72.4,14.55555556,0.014325141,0.026628732,0.240294252,0.446112779,0.041690191,0.924242424,4167.0000,201.0000,28.0000,321.0000,5.0000,5.0000,34.0000,0.0735,0.2440,0.1531,0.4995
1333,-45.38406,-70.25333,Grassland,6.89,106.8,9.888888889,0.018137458,0.0565772,0.26841716,0.449449449,0.045233735,0.882284382,4177.0000,252.0000,34.0000,357.0000,4.0000,4.0000,46.0000,0.0554,0.0172,0.1542,0.4433
1334,-45.43025,-70.2955,Grassland,6.87,38,6.777777778,0.010912425,0.018317044,0.225578777,0.441663886,0.049856311,0.867132867,4094.0000,217.0000,36.0000,370.0000,4.0000,3.0000,32.0000,0.1031,0.2123,0.2178,0.4475
1336,-45.55611,-71.47211,Grassland,6.57,72.8,24.44444444,0.044376276,0.04383784,0.343602893,0.432766099,0.103834056,0.968531469,4422.0000,282.0000,55.0000,430.0000,2.0000,8.0000,55.0000,0.1718,0.1779,0.2473,0.4720
1337,-45.58158,-71.47075,Grassland,6.31,74.6,23.66666667,0.032767875,0.047909036,0.301310918,0.488377266,0.100523906,0.923076923,4405.0000,325.0000,63.0000,393.0000,8.0000,8.0000,65.0000,0.1697,0.2022,0.2321,0.4199
1338,-45.57636,-71.38994,Grassland,6.19,79,14.44444444,0.034425498,0.020006144,0.281862784,0.453898343,0.113072181,0.938228438,4442.0000,273.0000,36.0000,361.0000,6.0000,3.0000,49.0000,0.1406,0.1748,0.1968,0.4836
1339,-45.58042,-71.39194,Grassland,6.76,83.4,37.44444444,0.049150971,0.043617379,0.392401326,0.578467356,0.149656477,0.98951049,4339.0000,162.0000,25.0000,282.0000,2.0000,3.0000,44.0000,0.1804,0.3465,0.3268,0.4960
1340,-31.0827,141.70068,Shrubland,8.78,261,54.22222222,0.023906111,0.049135526,0.412327353,0.036647267,0.03439783,0.706293706,4538.0000,184.0000,39.0000,463.0000,4.0000,3.0000,37.0000,0.1531,0.2888,0.1376,0.2651
1343,-31.08305,141.69901,Shrubland,7.52,95.5,46.88888889,0.020540458,0.027863819,0.281862784,0.049934891,0.036903204,0.841491841,4992.0000,196.0000,51.0000,455.0000,2.0000,1.0000,41.0000,0.1671,0.2417,0.1118,0.3213
1344,-34.78926,144.75515,Shrubland,5.97,800,74.88888889,0.045931702,0.045677759,0.440415848,0.12744603,0.173566513,0.883449883,4001.0000,196.0000,39.0000,349.0000,1.0000,4.0000,44.0000,0.2171,0.2322,0.1642,0.4583
1345,-34.71686,144.77065,Shrubland,5.66,238,49.44444444,0.046700514,0.051931466,0.407439837,0.142948258,0.1092317,0.82983683,4116.0000,289.0000,58.0000,470.0000,9.0000,3.0000,65.0000,0.1564,0.2288,0.0708,0.2943
1346,-34.69379,144.79988,Shrubland,5.95,337,58.77777778,0.048296962,0.06864787,0.412327353,0.225995907,0.084748356,0.750582751,4093.0000,268.0000,57.0000,549.0000,10.0000,3.0000,59.0000,0.1370,0.2294,0.0912,0.4268
1347,-34.78923,144.78058,Shrubland,6.58,176.8,31.88888889,0.028054314,0.063448422,0.331936142,0.186133036,0.028043214,0.705128205,4540.0000,220.0000,56.0000,561.0000,6.0000,2.0000,42.0000,0.1137,0.2319,0.1000,0.2393
1348,-31.48905,147.22937,Grassland,5.95,247,65.77777778,0.041928073,0.056419353,0.349318025,0.066544421,0.100107276,0.855477855,4155.0000,247.0000,66.0000,438.0000,8.0000,9.0000,46.0000,0.2252,0.2406,0.2981,0.2345
1349,-31.51075,147.21559,Shrubland,6.04,309,54.55555556,0.031649627,0.084449932,0.354956444,0.269180685,0.043800229,0.313519814,4370.0000,158.0000,43.0000,421.0000,3.0000,2.0000,35.0000,0.2096,0.4170,0.2681,0.3876
1350,-31.49073,147.23123,Shrubland,6.02,272,62,0.036579821,0.093485168,0.343602893,0.495070292,0.045369364,0.931235431,4605.0000,189.0000,48.0000,546.0000,2.0000,10.0000,34.0000,0.1367,0.3947,0.1411,0.3889
1371,-10.85045,-43.32825,Forest,4.33,22.1,3.555555556,0.023172871,0.025146938,0.079278049,0.432766099,0.012424112,0.961538462,2018.0000,179.0000,29.0000,280.0000,2.0000,2.0000,27.0000,0.7422,0.5635,0.5637,0.7308
1372,-10.86147,-43.34457,Forest,4.13,25.4,4.777777778,0.057296601,0.027851912,0.048723067,0.475030586,0.019354721,0.995337995,2378.0000,190.0000,61.0000,293.0000,2.0000,1.0000,33.0000,0.6679,0.5238,0.5158,0.4322
1373,-10.84101,-43.35452,Forest,4.25,31.5,2.555555556,0.045267459,0.039764738,0.079278049,0.446112779,0.01835572,0.991841492,2246.0000,186.0000,43.0000,319.0000,2.0000,1.0000,34.0000,0.7184,0.5506,0.4609,0.5370
1374,-9.62727,-41.34035,Forest,5.36,35.7,1.888888889,0.018816112,0.053776878,0.038160851,0.418307196,0.035872065,0.939393939,3658.0000,195.0000,47.0000,453.0000,2.0000,5.0000,34.0000,0.3204,0.3952,0.2854,0.4877
1375,-9.64365,-41.33944,Forest,4.85,30.9,1.222222222,0.013546328,0.044147665,0.089102513,0.269269269,0.026695776,0.967365967,2891.0000,244.0000,34.0000,432.0000,5.0000,0.0000,48.0000,0.5753,0.4768,0.3597,0.3156
1376,-9.62211,-41.35261,Forest,4.98,35.5,1.666666667,0.019294447,0.048544345,0.089102513,0.482816149,0.04692341,0.96037296,2833.0000,206.0000,34.0000,342.0000,2.0000,0.0000,33.0000,0.5465,0.3866,0.3886,0.4620
1377,-18.28589,-44.21706,Shrubland,4.1,90.3,63.44444444,0.038333535,0.050418433,0.360519683,0.598487376,0.050447038,0.96037296,3074.0000,242.0000,51.0000,324.0000,5.0000,5.0000,46.0000,0.5085,0.5275,0.3046,0.4489
1378,-18.29167,-44.21056,Shrubland,4.76,38.6,56.88888889,0.033202206,0.132496717,0.294921483,0.431653876,0.021532983,0.982517483,3729.0000,280.0000,25.0000,255.0000,5.0000,1.0000,48.0000,0.4828,0.6197,0.4641,0.5172
1379,-18.27407,-44.19578,Forest,5.11,68.8,47.55555556,0.055140236,0.168132477,0.331936142,0.942164387,0.031101069,0.981351981,4341.0000,355.0000,62.0000,300.0000,3.0000,6.0000,62.0000,0.2999,0.5491,0.3414,0.3278
1380,50.74388,-120.4274,Shrubland,6.6,159.6,46.77777778,0.092507397,0.269898465,0.440415848,0.570681793,0.043234684,0.903263403,4779.0000,247.0000,48.0000,310.0000,4.0000,12.0000,50.0000,0.1305,0.3093,0.3459,0.3370
1381,50.74152,-120.42911,Shrubland,6.95,221,49.11111111,0.067541905,0.140477139,0.261543837,0.333778223,0.057095054,0.646853147,4721.0000,276.0000,42.0000,302.0000,7.0000,14.0000,47.0000,0.1302,0.2692,0.2276,0.3369
1382,50.73844,-120.4322,Shrubland,7.09,375,47.66666667,0.070971961,0.173626655,0.397478021,0.461683906,0.048644548,0.926573427,4808.0000,299.0000,61.0000,406.0000,7.0000,17.0000,37.0000,0.1271,0.2645,0.1184,0.1183
1383,-45.25074,-71.43081,Grassland,6.16,123.9,17.55555556,0.111278913,0.30816199,0.354956444,0.240351463,0.121496785,0.98951049,4129.0000,299.0000,78.0000,461.0000,6.0000,5.0000,68.0000,0.2353,0.2490,0.3073,0.2539
1384,-45.24508,-71.42137,Grassland,5.94,164.9,25.66666667,0.047651002,0.241955441,0.288439448,0.210321433,0.079955232,0.862470862,4354.0000,316.0000,61.0000,471.0000,5.0000,6.0000,62.0000,0.2150,0.2947,0.2545,0.2836
1385,-45.23937,-71.40499,Grassland,6.1,133.2,24.22222222,0.037742582,0.089637921,0.307609723,0.260371483,0.069171873,0.981351981,4418.0000,285.0000,46.0000,468.0000,3.0000,6.0000,58.0000,0.1855,0.3030,0.1826,0.4948
1400,38.56636,109.59864,Shrubland,7.83,75.4,3.333333333,0.00256937,0.046487883,0.079278049,0.329329329,0.010517255,0.982517483,4085.0000,148.0000,11.0000,274.0000,5.0000,1.0000,28.0000,0.1673,0.2699,0.2550,0.7848
1401,38.56655,109.59841,Shrubland,7.73,101.2,5.666666667,0.005638435,0.066986081,0.17856104,0.342676009,0.01741022,0.381118881,3395.0000,106.0000,9.0000,393.0000,3.0000,0.0000,21.0000,0.2535,0.5620,0.2811,0.6623
1402,38.56694,109.5961,Shrubland,8.15,89.2,11.55555556,0.00545905,0.034618791,0.170275127,0.411633856,0.012327789,0.958041958,4471.0000,115.0000,21.0000,483.0000,4.0000,2.0000,21.0000,0.1633,0.4724,0.1828,0.4061
1403,38.58506,109.62194,Shrubland,7.95,108.1,8.555555556,0.002350622,0.012678854,0.153289006,0.483928373,0.011576951,0.933566434,4515.0000,147.0000,37.0000,433.0000,2.0000,5.0000,26.0000,0.1710,0.2548,0.0633,0.3909
1404,49.26454,119.18953,Grassland,6.11,215,34,0.067216329,0.0472537,0.285163073,0.741964186,0.125405606,0.611888112,4603.0000,222.0000,48.0000,301.0000,5.0000,3.0000,40.0000,0.0708,0.1150,0.0861,0.2976
1405,49.26278,119.1943,Grassland,6.58,156.2,39.33333333,0.07247746,0.237729438,0.452622207,0.70637304,0.0576776,0.800699301,4616.0000,293.0000,66.0000,357.0000,7.0000,4.0000,51.0000,0.1009,0.2035,0.0691,0.2490
1406,49.29804,119.18883,Grassland,6.13,238,35.11111111,0.055819629,0.149506556,0.393676592,0.708597486,0.072076555,0.812354312,4489.0000,256.0000,62.0000,424.0000,3.0000,7.0000,42.0000,0.0767,0.2233,0.0885,0.3329
1408,49.54666,118.55455,Grassland,5.72,520,49.33333333,0.089585816,0.178587139,0.443411955,0.448337226,0.184982769,0.962703963,4141.0000,201.0000,34.0000,470.0000,5.0000,4.0000,33.0000,0.1329,0.4357,0.1293,0.3059
1413,43.98449,90.97402,Shrubland,8.64,280,36.22222222,0.010765388,0.051833633,0.194735141,0.228117006,0.045141982,0.797202797,4215.0000,165.0000,27.0000,327.0000,2.0000,0.0000,30.0000,0.2547,0.3551,0.1930,0.4144
1414,43.97099,90.97385,Shrubland,8.52,150.4,44.77777778,0.016401252,0.067824561,0.225578777,0.363808253,0.042487289,0.876456876,4384.0000,207.0000,40.0000,436.0000,3.0000,8.0000,40.0000,0.2214,0.2302,0.1331,0.3722
1415,43.96438,90.81653,Shrubland,8.84,199,56.66666667,0.023967154,0.076621506,0.281862784,0.400511623,0.043526213,0.966200466,4035.0000,172.0000,27.0000,255.0000,4.0000,11.0000,32.0000,0.2813,0.3987,0.3055,0.6676
1416,-0.89437,-80.5366,Forest,7.51,166.1,75.22222222,0.038364145,0.109551081,0.498673469,0.8665332,0.062647461,0.897435897,4871.0000,238.0000,75.0000,539.0000,7.0000,6.0000,41.0000,0.3309,0.4530,0.1938,0.2937
1417,-0.8994,-80.55148,Forest,7.16,166,78.11111111,0.08136558,0.177856085,0.494814424,0.90657324,0.121596534,0.892773893,4888.0000,241.0000,92.0000,536.0000,7.0000,4.0000,47.0000,0.2909,0.3560,0.1824,0.1972
1418,-0.90503,-80.55512,Forest,7.33,230,78.66666667,0.063710726,0.136018691,0.482974175,0.905461017,0.076027092,0.907925408,5028.0000,292.0000,85.0000,537.0000,12.0000,5.0000,38.0000,0.2343,0.3515,0.1810,0.2750
1419,-4.37532,-80.35908,Shrubland,5.21,113.9,56.66666667,0.015999877,0.083899308,0.240294252,0.264820376,0.037683398,0.91025641,4614.0000,248.0000,59.0000,343.0000,8.0000,9.0000,42.0000,0.3128,0.3531,0.2803,0.2122
1420,-4.36613,-80.36294,Shrubland,5.98,262,58.88888889,0.060760648,0.170990498,0.37677307,0.55622289,0.072276872,0.953379953,4780.0000,268.0000,90.0000,401.0000,5.0000,14.0000,32.0000,0.2338,0.3752,0.2898,0.3440
1421,-4.35728,-80.36458,Shrubland,5.79,110.1,68.88888889,0.04863989,0.170122841,0.360519683,0.79312646,0.060852385,0.954545455,4806.0000,214.0000,52.0000,314.0000,1.0000,4.0000,35.0000,0.1978,0.3706,0.3138,0.5305
1423,-3.35204,-79.47369,Shrubland,7.23,156,58.77777778,0.042594553,0.094813793,0.426630084,0.62962963,0.043179622,0.940559441,2902.0000,215.0000,45.0000,168.0000,4.0000,8.0000,44.0000,0.4456,0.3526,0.5523,0.4705
1424,-3.36361,-79.48401,Shrubland,6.48,123.4,69.44444444,0.05886206,0.117050472,0.470723281,0.382716049,0.060183147,0.892773893,3878.0000,206.0000,65.0000,284.0000,5.0000,1.0000,50.0000,0.3254,0.3553,0.3077,0.2344
1425,-3.40324,-79.32864,Shrubland,8.5,691,50.33333333,0.02114091,0.035206909,0.449332831,0.928817707,0.03167842,0.909090909,4706.0000,246.0000,61.0000,361.0000,8.0000,11.0000,39.0000,0.2476,0.3521,0.1379,0.2397
1426,-3.4077,-79.31464,Shrubland,7.17,157.3,31.44444444,0.013142649,0.053053764,0.313819812,0.601824046,0.022603874,0.789044289,4840.0000,261.0000,83.0000,450.0000,4.0000,8.0000,42.0000,0.2889,0.2669,0.1134,0.2040
1427,-3.415,-79.33001,Shrubland,7.75,2820,56.55555556,0.020440783,0.038714076,0.397478021,0.765320876,0.023250912,0.990675991,4502.0000,126.0000,52.0000,248.0000,0.0000,4.0000,31.0000,0.2537,0.5285,0.2937,0.3293
1428,47.64005,21.14358,Grassland,5.74,451,65,0.173076085,0.232928385,0.502489871,0.94327661,0.06385652,0.991841492,4041.0000,188.0000,65.0000,421.0000,3.0000,7.0000,34.0000,0.3549,0.5405,0.2689,0.2878
1429,47.62921,21.14198,Grassland,5.99,533,66.88888889,0.167305102,0.264155149,0.513690184,0.865420977,0.065237115,0.981351981,3864.0000,214.0000,79.0000,377.0000,4.0000,10.0000,46.0000,0.3383,0.3915,0.3359,0.2874
1430,47.60451,21.12539,Grassland,5.91,209,81.33333333,0.099054231,0.218031359,0.453712178,0.90657324,0.048673484,0.995337995,3856.0000,167.0000,57.0000,255.0000,2.0000,4.0000,35.0000,0.3394,0.5059,0.5019,0.2003
1431,47.47921,20.9167,Grassland,7.26,673,73,0.128321448,0.282035511,0.494814424,0.785340896,0.109371089,0.970862471,4247.0000,233.0000,80.0000,335.0000,3.0000,8.0000,44.0000,0.2606,0.3408,0.2773,0.2887
1432,47.45608,20.89312,Grassland,6.36,555,75,0.158762772,0.241749538,0.520956337,0.961072183,0.064230506,0.937062937,3935.0000,210.0000,92.0000,365.0000,1.0000,8.0000,46.0000,0.3005,0.4308,0.2918,0.2808
1433,47.48124,20.91549,Grassland,5.99,502,64.11111111,0.156907415,0.288261219,0.509997549,0.87320654,0.088511442,0.903263403,4599.0000,235.0000,77.0000,434.0000,3.0000,9.0000,44.0000,0.1193,0.2979,0.1920,0.2466
1434,37.4932,56.11681,Shrubland,7.77,512,50.55555556,0.035812021,0.110888943,0.337809472,0.257034813,0.07590229,0.708624709,4105.0000,280.0000,36.0000,321.0000,6.0000,8.0000,56.0000,0.1302,0.1134,0.2885,0.3464
1435,37.49119,56.11515,Shrubland,7.78,1188,62.88888889,0.03287286,0.068320752,0.325981237,0.299299299,0.113073018,0.623543124,4401.0000,270.0000,43.0000,336.0000,9.0000,6.0000,50.0000,0.1439,0.0744,0.1760,0.2835
1436,37.48745,56.10868,Shrubland,7.88,2540,74.66666667,0.026628549,0.133975219,0.366009238,0.344900456,0.1142696,0.727272727,4518.0000,210.0000,32.0000,312.0000,5.0000,8.0000,36.0000,0.1548,0.2375,0.1908,0.4394
1437,37.51213,55.87783,Shrubland,7.84,404,71.66666667,0.100844003,0.065210142,0.444901037,0.330441553,0.064465336,0.923076923,4442.0000,246.0000,54.0000,360.0000,0.0000,17.0000,47.0000,0.0976,0.2772,0.1325,0.2677
1438,37.51093,55.87864,Grassland,7.9,394,81.11111111,0.082144535,0.134928525,0.426630084,0.834278723,0.060037696,0.947552448,4637.0000,295.0000,58.0000,439.0000,4.0000,15.0000,64.0000,0.1449,0.3129,0.1770,0.2857
1439,37.50846,55.87976,Shrubland,7.8,384,73.55555556,0.111833846,0.146072515,0.449332831,0.952174397,0.064638266,0.926573427,4453.0000,318.0000,91.0000,458.0000,7.0000,11.0000,71.0000,0.1197,0.1684,0.1084,0.3446
1440,36.69489,58.66186,Shrubland,7.95,300,88.22222222,0.033511901,0.064078554,0.407439837,0.348237126,0.035656791,0.837995338,4330.0000,226.0000,86.0000,360.0000,5.0000,8.0000,37.0000,0.1223,0.1801,0.1149,0.1847
1441,36.69303,58.66581,Shrubland,7.89,441,82.77777778,0.035090241,0.084046824,0.431281378,0.604048493,0.026082613,0.794871795,4604.0000,243.0000,60.0000,372.0000,1.0000,12.0000,39.0000,0.1380,0.2635,0.1512,0.3255
1442,36.69568,58.66592,Forest,7.93,324,82.33333333,0.051244916,0.095683482,0.453712178,0.700811923,0.027484986,0.798368298,4649.0000,301.0000,69.0000,476.0000,5.0000,20.0000,50.0000,0.1345,0.2759,0.1125,0.2839
1443,36.69578,58.6672,Forest,7.79,327,75,0.073995072,0.12422672,0.453712178,0.615170726,0.035779223,0.7995338,4547.0000,261.0000,55.0000,357.0000,2.0000,14.0000,42.0000,0.1393,0.2259,0.2761,0.2533
1444,37.41242,56.75472,Forest,7.77,328,74,0.044847477,0.10113062,0.392401326,0.792014236,0.027560824,0.903263403,4970.0000,259.0000,46.0000,412.0000,20.0000,7.0000,41.0000,0.1066,0.1413,0.1625,0.0259
1445,37.41519,56.768,Forest,7.69,242,59.77777778,0.163045866,0.199880761,0.502489871,0.74307641,0.082360552,0.875291375,4734.0000,285.0000,57.0000,314.0000,16.0000,9.0000,56.0000,0.0795,0.1676,0.2125,0.2539
1446,37.41547,56.77344,Forest,7.72,162.2,35.11111111,0.03380981,0.080819078,0.331936142,0.774218663,0.023831404,0.675990676,4479.0000,277.0000,67.0000,470.0000,17.0000,10.0000,55.0000,0.0858,0.1004,0.0090,0.1586
