Order_ID,Latitude_c,Longitude_c ,Eco_c,Soil_pH,Soil_salinity,Clay_silt_c,Soil_carbon_service,OM_decomposition_service,Water_regulation_service,Soil_stability_service,Nutrient_service,Pathogen_control,Richness_bacteria,Fungi_18s_richness,Invertebrate_18s_richness,Protist_18s_richness,Ectomycorrhizal_18s_richness,Arbuscular_mycorrhizal_18s_richness,Decomposers_18s_richness,Diss_Bacteria_std,Diss_Fungi_std,Diss_Protists_std,Diss_invert_std
1577,39.73832,-4.41407,Shrubland,6.04,131.4,19.88888889,0.046387756,0.142865732,0.281862784,0.339339339,0.042893027,0.885780886,4056.0000,339.0000,71.0000,387.0000,14.0000,6.0000,59.0000,0.0383,0.2546,0.1347,0.0000
1578,39.74101,-4.41214,Forest,6.44,465,30.11111111,0.058598204,0.125414146,0.392401326,0.232565899,0.086025259,0.931235431,4518.0000,349.0000,56.0000,281.0000,21.0000,4.0000,58.0000,0.0073,0.2361,0.2083,0.2377
1584,41.77076,-0.59221,Shrubland,7.34,1829,62.44444444,0.128382937,0.145331387,0.407439837,0.705260816,0.040430685,0.785547786,4268.0000,281.0000,52.0000,160.0000,19.0000,6.0000,46.0000,0.2067,0.1986,0.5024,0.4490
1585,36.73875,-2.15989,Shrubland,6.76,344,33.11111111,0.041232578,0.140229919,0.319943047,0.382716049,0.164697971,0.730769231,4535.0000,311.0000,46.0000,432.0000,3.0000,6.0000,59.0000,0.0838,0.0713,0.1438,0.1081
1586,36.74239,-2.16047,Shrubland,7.48,1241,39.33333333,0.075441356,0.12285292,0.343602893,0.442776109,0.110488199,0.504662005,4417.0000,320.0000,71.0000,381.0000,8.0000,7.0000,51.0000,0.1145,0.1471,0.2090,0.2597
1587,36.74469,-2.16247,Grassland,7.51,732,39,0.045474085,0.096488558,0.301310918,0.775330886,0.046509643,0.926573427,4583.0000,276.0000,66.0000,298.0000,14.0000,9.0000,36.0000,0.0791,0.3901,0.1636,0.3628
1588,36.7463,-2.16335,Grassland,7.57,632,66.33333333,0.025488214,0.047963131,0.387259126,0.724168613,0.043518196,0.648018648,4462.0000,344.0000,82.0000,382.0000,8.0000,7.0000,60.0000,0.1101,0.2413,0.1372,0.1813
1589,37.61938,-3.76257,Forest,7.31,353,53.33333333,0.235486234,0.261255126,0.466544681,0.381603826,0.082514011,0.942890443,4456.0000,318.0000,59.0000,332.0000,19.0000,5.0000,52.0000,0.1027,0.3104,0.3251,0.2594
1590,37.61767,-3.75703,Forest,6.93,403,58.44444444,0.328945377,0.377342453,0.517342899,0.328217106,0.115265713,0.951048951,3951.0000,320.0000,68.0000,182.0000,24.0000,9.0000,57.0000,0.2106,0.4066,0.6123,0.5253
1591,37.61573,-3.75035,Forest,7.37,461,68.88888889,0.189176451,0.261464668,0.466544681,0.6329663,0.071022663,0.967365967,4427.0000,379.0000,96.0000,224.0000,25.0000,10.0000,68.0000,0.1799,0.5105,0.4007,0.2595
1592,37.61469,-3.74291,Forest,6.94,304,54.88888889,0.346396289,0.506464535,0.573905728,0.614058503,0.097893158,0.958041958,1697.0000,261.0000,41.0000,91.0000,23.0000,7.0000,40.0000,0.4633,0.6578,0.8278,0.6260
1593,37.11645,-2.47328,Shrubland,7.68,411,21.22222222,0.037229483,0.086227603,0.225578777,0.222555889,0.094492722,0.826340326,4475.0000,285.0000,50.0000,403.0000,8.0000,5.0000,41.0000,0.1319,0.1307,0.1246,0.2340
1594,37.11946,-2.48565,Grassland,7.28,268,22.44444444,0.049786994,0.148551867,0.261543837,0.363808253,0.059367033,0.817016317,4548.0000,331.0000,67.0000,367.0000,10.0000,8.0000,63.0000,0.0410,0.0709,0.0923,0.1590
1595,37.1226,-2.49928,Shrubland,7.44,409,21,0.055675062,0.12400178,0.275189404,0.740851963,0.073861422,0.81002331,4407.0000,335.0000,77.0000,513.0000,8.0000,10.0000,65.0000,0.0344,0.1124,0.0577,0.0988
1596,32.96496,10.06019,Shrubland,8.19,177,7,0.001971454,0.017852611,0.225578777,0.027916806,0.018373322,0.895104895,3150.0000,226.0000,60.0000,591.0000,10.0000,4.0000,47.0000,0.2883,0.3510,0.2162,0.2870
1597,32.96282,10.06901,Shrubland,7.94,196.6,8.333333333,0.003242027,0.019753272,0.17856104,0.223668113,0.0203883,0.752913753,3658.0000,223.0000,66.0000,512.0000,8.0000,3.0000,48.0000,0.2437,0.1500,0.2205,0.2463
1598,32.96191,10.07502,Shrubland,8.03,164.3,12.88888889,0.003167334,0.017525836,0.210399822,0.103547992,0.024464874,0.856643357,3573.0000,238.0000,42.0000,424.0000,9.0000,3.0000,49.0000,0.2447,0.2288,0.2676,0.4010
1599,32.9631,10.08028,Shrubland,8.16,150.7,7.222222222,0.003410489,0.010988246,0.210399822,0.122455789,0.023704557,0.679487179,3409.0000,175.0000,31.0000,477.0000,13.0000,1.0000,26.0000,0.2618,0.3789,0.2879,0.3629
1600,32.62329,11.19717,Shrubland,8.09,172.2,3.555555556,0.00344905,0.008327039,0.161852257,0.169169169,0.024231317,0.681818182,4051.0000,145.0000,27.0000,254.0000,2.0000,1.0000,23.0000,0.2345,0.3543,0.3451,0.3783
1601,32.65279,11.21104,Shrubland,8.01,211,7.111111111,0.003109536,0.029102477,0.17856104,0.101323546,0.026513203,0.792540793,3783.0000,180.0000,47.0000,348.0000,6.0000,0.0000,34.0000,0.2267,0.2904,0.3086,0.4043
1602,32.67423,11.23969,Shrubland,7.99,239,10.66666667,0.00669186,0.027402935,0.210399822,0.309309309,0.031338627,0.562937063,4190.0000,232.0000,46.0000,501.0000,7.0000,4.0000,38.0000,0.1823,0.1962,0.0800,0.4301
1603,38.20255,-109.7102,Grassland,7.9,232,8.888888889,0.006820573,0.060331479,0.17856104,0.288177066,0.021119486,0.797202797,3429.0000,258.0000,22.0000,472.0000,4.0000,0.0000,46.0000,0.2172,0.1307,0.1318,0.5505
1604,38.1843,-109.70668,Shrubland,8.08,173.9,4.444444444,0.00330819,0.017520875,0.161852257,0.220331443,0.015806261,0.815850816,4131.0000,252.0000,49.0000,527.0000,9.0000,5.0000,45.0000,0.1504,0.1523,0.0729,0.2258
1605,38.16517,-109.73295,Grassland,8.38,679,7.777777778,0.009288912,0.041692044,0.218048592,0.383828273,0.038963952,0,3831.0000,205.0000,34.0000,389.0000,7.0000,2.0000,34.0000,0.2163,0.1553,0.1932,0.3480
1606,36.97022,-111.60622,Shrubland,7.82,290,8.888888889,0.005357888,0.026886044,0.153289006,0.239239239,0.031752194,0.811188811,3568.0000,234.0000,36.0000,477.0000,8.0000,2.0000,31.0000,0.2374,0.1112,0.1579,0.5449
1607,36.96982,-111.6104,Shrubland,7.3,155.1,4.444444444,0.004572743,0.026907361,0.186713308,0.242575909,0.030479939,0.791375291,3740.0000,216.0000,24.0000,402.0000,10.0000,2.0000,43.0000,0.1553,0.1793,0.0893,0.5492
1608,36.97043,-111.6219,Shrubland,7.19,100.6,2.222222222,0.00381733,0.039716932,0.12672097,0.268157046,0.026493895,0.630536131,3730.0000,254.0000,30.0000,475.0000,7.0000,7.0000,48.0000,0.1611,0.1082,0.1200,0.4367
1609,36.97692,-111.51188,Shrubland,7.48,170.9,2.222222222,0.004557359,0.02596409,0.098754617,0.389389389,0.017204471,0.691142191,3971.0000,233.0000,24.0000,285.0000,7.0000,1.0000,42.0000,0.1897,0.2082,0.2188,0.3654
1610,29.47739,-103.91078,Shrubland,7.3,505,60.22222222,0.08202976,0.1112643,0.40115315,0.138026916,0.071137428,0.815850816,4706.0000,240.0000,52.0000,327.0000,5.0000,4.0000,33.0000,0.1424,0.1799,0.1811,0.2917
1611,29.47733,-103.91343,Shrubland,7.93,196,23.11111111,0.015773042,0.049353194,0.254567156,0.054610166,0.02039058,0.932400932,996.0000,167.0000,92.0000,317.0000,8.0000,1.0000,33.0000,0.8094,0.4428,0.4257,0.3068
1612,29.47818,-103.91525,Shrubland,7.73,104.6,28.66666667,0.019275662,0.025911642,0.26841716,0.104660216,0.04513564,0.742424242,4315.0000,265.0000,71.0000,520.0000,8.0000,1.0000,38.0000,0.1651,0.0520,0.0557,0.2411
1613,29.47967,-103.91946,Shrubland,7.62,187.6,24.44444444,0.032240985,0.055094392,0.261543837,0.145812479,0.045110558,0.885780886,4350.0000,248.0000,61.0000,410.0000,5.0000,2.0000,32.0000,0.1734,0.1562,0.1761,0.1994
1614,31.85045,-110.84743,Shrubland,6.02,98.8,16.55555556,0.023702912,0.026154701,0.202629643,0.658639222,0.042610385,0.883449883,4411.0000,227.0000,72.0000,427.0000,4.0000,4.0000,36.0000,0.1809,0.0536,0.1916,0.1810
1615,31.84871,-110.84769,Shrubland,5.78,134.9,16.55555556,0.030305338,0.045304814,0.301310918,0.512862377,0.054448692,0.889277389,4224.0000,230.0000,55.0000,460.0000,4.0000,2.0000,49.0000,0.1951,0.2101,0.1522,0.3320
1616,31.84646,-110.84751,Shrubland,6.48,320,19.55555556,0.038665707,0.061748054,0.288439448,0.661068836,0.124879747,0.923076923,4279.0000,260.0000,39.0000,487.0000,4.0000,3.0000,57.0000,0.1920,0.1666,0.2147,0.0819
1617,31.83848,-110.84397,Grassland,5.32,508,19.44444444,0.025883727,0.030048405,0.190658472,0.859082383,0.190574641,0.889277389,4507.0000,283.0000,69.0000,515.0000,7.0000,2.0000,56.0000,0.1354,0.1625,0.1469,0.1129
1618,31.88319,-110.89096,Shrubland,6.49,144.2,19.88888889,0.013665552,0.045850913,0.15680139,0.515291991,0.053729277,0.582750583,4583.0000,218.0000,40.0000,356.0000,4.0000,2.0000,38.0000,0.0931,0.1245,0.2040,0.2587
1619,31.88452,-110.88679,Shrubland,6.28,75.4,26.22222222,0.020393467,0.072617918,0.177875696,0.454551639,0.051093934,0.001165501,4844.0000,202.0000,58.0000,376.0000,6.0000,2.0000,35.0000,0.0838,0.1219,0.1567,0.2500
1620,31.8855,-110.8822,Shrubland,6.76,51.7,16,0.014792743,0.033803188,0.153289006,0.583321185,0.050560839,0.734265734,4814.0000,218.0000,61.0000,440.0000,5.0000,1.0000,39.0000,0.0993,0.2399,0.1273,0.1115
1621,31.88529,-110.88119,Shrubland,6.59,25.2,21.66666667,0.010760395,0.018571356,0.101481336,0.401100129,0.040206487,0.702797203,4354.0000,242.0000,78.0000,475.0000,4.0000,0.0000,52.0000,0.1462,0.0817,0.0401,0.2368
1622,31.7861,-110.82958,Grassland,5.82,113.9,11.22222222,0.030453646,0.065049974,0.202629643,0.778905119,0.07338164,0.893939394,4044.0000,274.0000,42.0000,448.0000,10.0000,5.0000,49.0000,0.1135,0.1816,0.1639,0.1805
1623,31.78614,-110.82741,Grassland,6.08,79.2,18,0.018738664,0.049548016,0.190658472,0.965985403,0.046621462,0.913752914,4519.0000,269.0000,73.0000,574.0000,6.0000,4.0000,64.0000,0.1061,0.1918,0.0836,0.3817
1624,31.78635,-110.82431,Grassland,5.57,42.6,16.11111111,0.030835141,0.060883104,0.160434891,0.961126175,0.069982716,0.782051282,4483.0000,298.0000,58.0000,438.0000,5.0000,2.0000,53.0000,0.1306,0.1847,0.1337,0.3030
1625,32.57111,-106.813,Shrubland,7.38,99.6,10.55555556,0.004997163,0.030075058,0.194735141,0.378267156,0.029742253,0.67016317,4080.0000,211.0000,38.0000,242.0000,4.0000,0.0000,46.0000,0.1448,0.1764,0.4236,0.4247
1626,32.57397,-106.8083,Grassland,7.7,113,11.11111111,0.00650584,0.030645798,0.186713308,0.52619286,0.024582086,0.909090909,4275.0000,219.0000,41.0000,350.0000,6.0000,2.0000,41.0000,0.1698,0.2558,0.1802,0.3402
1627,32.5785,-106.8068,Grassland,7.74,116.8,9.888888889,0.004825789,0.011866944,0.161852257,0.487265043,0.019737205,0.918414918,4392.0000,243.0000,46.0000,360.0000,2.0000,7.0000,51.0000,0.1669,0.2488,0.1832,0.3437
1628,32.60116,-106.8326,Shrubland,7.28,130.1,12.33333333,0.004799552,0.033017859,0.210399822,0.521743966,0.019220999,0.742424242,4283.0000,250.0000,67.0000,443.0000,5.0000,4.0000,53.0000,0.1774,0.2492,0.1981,0.2204
1629,8.42324,-65.42483,Grassland,5.46,43.2,1.777777778,0.008042319,0.016432395,0.194735141,0.94327661,0.021515574,0.984848485,3352.0000,256.0000,45.0000,445.0000,5.0000,6.0000,44.0000,0.5990,0.4718,0.3779,0.4998
1630,8.4272,-65.41502,Grassland,5.27,46.6,17.11111111,0.016927701,0.022025264,0.240294252,0.995551107,0.011580703,0.976689977,3618.0000,362.0000,48.0000,372.0000,5.0000,7.0000,73.0000,0.5798,0.4811,0.3558,0.3803
1631,8.44993,-65.39954,Grassland,5.04,28.1,3.333333333,0.00590839,0.023875905,0.161852257,0.918807697,0.009400723,0.998834499,3445.0000,250.0000,28.0000,351.0000,3.0000,5.0000,43.0000,0.6045,0.5250,0.4854,0.5730
