SampleID,LC,Latitude,Longitude,Elevation,AnnualPrec,AnnualTemp,Soil_pH,Soil_salinity,Soil_texture,Soil_carbon_service,OM_decomposition_service,Soil_stability_service,Nutrient_service,Pathogen_control,Bac_richness,Fungi_richness,Invertebrate_richness,Protist_richness,Nematode_richness,Bac_shannonDiv,Fungi_shannonDiv,Invertebrate_shannonDiv,Protist_shannonDiv,Ectomycorrhizal_richness,Arbuscularmycorrhizal_richness,Decomposer_richness,Bac_JaccDist_av,Fungi_JaccDist_av,Protist_JaccDist_av,Invertebrate_JaccDist_av,PA,PA_type,PA_rank
1085,Dryland,47.45608,20.89312,84,579.8000000000001,1.1250000000000058,6.36,555,75,60.40585582193371,1.5316625952528475,96.11111111111111,1.073364094787865,0.9607843137254902,3997,255,91,382,35,7.55240177441243,4.4868691907822,3.39843148706675,5.3486500358569,4,3,18,0.9017520464732548,0.8542010262162837,0.8846490213024694,0.9079425012681128,1,II,3
1207,Dryland,40.18608,-3.62409,593,408.5,1.5450000000000046,7.52,350,54.666666666666664,26.98754683097117,0.7147024529882348,42.333333333333336,0.32717345647356183,0.9814323607427056,4275,377,73,326,32,7.61625206333486,4.57181319940525,3.75825622383915,5.31897982198369,9,9,23,0.8553067723754839,0.8229842652460339,0.8713804549748417,0.8936796605594176,0,NA,NA
1208,Dryland,40.18089,-3.6148,598,403,1.5350000000000024,7.56,413,50.55555555555556,20.214391706071925,0.3046980942053616,49.22222222222222,0.14793162999188425,0.9759036144578314,4472,415,97,335,62,7.76096525671709,4.90374670005549,3.53775365968859,5.3127311515183004,16,7,27,0.8571041909075476,0.82137273207401,0.8635766653578912,0.894353805980947,1,V,6
1213,Dryland,39.73394,-4.41092,595,497.7000000000001,1.4750000000000056,6.58,171.4,16.77777777777777,11.584101877928894,0.1999402583860578,12.666666666666671,0.2833488281043046,0.968421052631579,4172,380,88,397,49,7.49843259560848,4.72983597415567,3.87200635465051,4.62909293382943,13,5,23,0.8579375529694294,0.8106506078195426,0.8508750256879204,0.8893548361267547,0,Not Reported,8
1214,Dryland,39.73596,-4.41244,595,497.7000000000001,1.4750000000000056,6.35,150.3,14.444444444444445,11.174930395705902,0.19115147921471412,30.666666666666664,0.27171098227266394,0.96045197740113,4175,354,74,338,36,7.51543140498259,4.04340716110867,3.41935110540168,4.86478377141748,8,3,31,0.8606994323244493,0.8034215428696769,0.8638495603715768,0.909361292932488,0,Not Reported,8
1215,Dryland,39.73832,-4.41407,595,497.7000000000001,1.4750000000000056,6.04,131.4,19.88888888888889,17.96696825583909,0.38473082911202866,34,0.0048197815729444,0.9564164648910412,4067,413,86,413,44,7.51576534860014,4.62245197405885,3.64287081228818,5.64207315260121,9,3,24,0.8679401102231881,0.8142913146773066,0.8643693990987636,0.9008709559697634,0,Not Reported,8
1216,Dryland,39.74101,-4.41214,595,497.7000000000001,1.4750000000000056,6.44,465,30.11111111111111,22.57829397876216,0.4449589993191874,23.33333333333333,0.735721942178959,0.9699248120300752,4514,399,74,306,41,7.73868277639406,4.24705080216997,3.85985198632659,5.0457555490921,15,3,24,0.8645930258572312,0.8232494254024317,0.8762615328410756,0.905223605305589,0,Not Reported,8
1043,Dryland,-10.85045,-43.32825,448,746.8000000000001,2.655000000000001,4.33,22.1,3.555555555555557,9.19977133878908,-0.7518833528699168,43.333333333333336,-0.7722949629630099,0.96,2060,225,28,270,16,6.1563576288507,3.86507282885054,2.2985807407665,5.03005861499827,2,0,11,0.945516954842846,0.8664064721410035,0.9091406487780632,0.9550501585730437,1,V,6
1044,Dryland,-10.86147,-43.34457,451,814.5,2.655000000000001,4.13,25.4,4.7777777777777715,22.08673847210467,-0.6391973077026321,44.666666666666664,-0.6552433876735325,0.9553571428571428,2341,224,60,334,32,6.38539420685792,3.89404930966558,3.34724849084511,4.95004356870198,2,1,8,0.9389418958019624,0.865932257199132,0.9035189631365916,0.9328467204827784,1,V,6
1045,Dryland,-10.84101,-43.35452,458,844.8000000000001,2.6450000000000045,4.25,31.5,2.555555555555557,17.543883441417353,-0.674384497132289,47.55555555555555,-0.6958947111431969,0.968181818181818,2258,220,45,313,13,6.35601804922068,3.65371654630953,1.5789891830369,5.28083716600452,1,0,8,0.9441086313874713,0.8681768882376345,0.9040530289184036,0.9418414494706662,1,V,6
1046,Dryland,-9.62727,-41.34035,418,447.4,2.6450000000000045,5.36,35.7,1.8888888888888855,7.554423404434,-0.5579132435791846,41.888888888888886,-0.665582914294529,0.9871794871794872,3617,234,58,449,30,7.32488858908492,3.89402368544538,2.47372117654505,5.55496273826204,3,3,13,0.9030444055731034,0.8426969726062385,0.8765416340832833,0.9217382825107736,1,V,6
1047,Dryland,-9.64365,-41.33944,391,440.4,2.6650000000000036,4.85,30.9,1.2222222222222283,5.5642676380051785,-0.791107670334394,27,-0.7620836957740768,0.9693486590038314,2871,261,49,469,30,6.8706718237906,3.95824984339306,3.11359410303894,5.43794589715319,2,0,13,0.9277159842969868,0.861944225761771,0.883256422642395,0.9185674736719812,1,V,6
